id,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12
555,63,88,38,25,76,50,0,0,50,76,25,38,53,28,79,41,91,16,66,41,91,15,66,3
556,88,63,12,19,69,95,44,31,82,57,6,9,53,28,79,22,72,47,97,34,85,9,60,6
557,60,85,35,47,98,72,22,16,66,91,41,28,56,31,82,44,94,19,69,25,75,0,50,12
558,79,54,3,5,55,80,30,42,93,68,17,24,63,38,88,17,68,42,93,30,80,4,55,49
559,74,99,49,36,87,61,11,8,58,83,33,46,99,23,74,11,61,36,86,33,83,8,58,20
560,96,71,20,14,65,90,39,27,77,52,1,2,71,45,96,1,52,26,77,39,90,14,64,5
561,53,78,27,40,91,65,15,21,72,97,46,34,56,30,81,43,94,18,68,37,87,12,62,24
562,84,59,9,12,62,87,37,50,100,75,24,18,75,49,100,46,97,21,71,8,59,34,84,15
563,69,94,43,31,81,56,5,4,54,80,29,42,65,40,90,27,78,2,53,29,79,4,54,16
564,92,67,16,23,73,98,48,35,86,61,10,7,67,41,92,10,60,35,86,48,98,23,73,19
565,57,83,32,45,95,70,20,13,64,89,39,26,70,45,95,32,83,7,57,38,89,13,64,0
566,76,51,1,1,52,77,26,39,89,64,14,20,51,26,76,24,74,49,99,36,87,11,62,43
567,70,96,45,33,83,58,7,11,61,86,36,48,93,17,68,5,55,30,81,27,77,2,52,14
568,99,74,23,17,67,93,42,29,80,55,4,6,65,40,90,8,58,33,84,46,96,21,71,47
569,56,82,31,44,94,69,18,25,75,100,50,37,98,22,73,10,60,35,85,16,66,41,92,28
570,88,63,12,9,59,85,34,47,97,72,22,15,79,3,54,0,51,25,76,38,88,13,63,32
571,66,91,40,28,78,53,3,2,52,78,27,40,82,6,57,19,69,44,95,36,86,10,61,23
572,90,65,14,21,71,97,46,33,84,59,8,11,73,48,99,4,54,29,80,42,92,17,67,13
573,62,87,37,49,100,74,24,18,68,93,43,30,64,39,89,26,77,1,51,45,96,20,70,7
574,81,55,5,3,54,79,29,41,92,67,16,22,58,32,83,12,62,37,88,50,100,25,75,31
575,73,98,48,35,85,60,10,7,57,82,32,44,81,6,56,18,69,43,94,40,91,15,66,2
576,95,70,19,13,63,89,38,26,76,51,0,0,53,28,78,21,72,47,97,34,84,9,59,9
577,51,76,25,38,88,63,13,19,69,95,44,32,59,34,85,47,97,22,72,28,78,3,53,15
578,82,57,6,10,60,85,35,47,98,73,22,16,66,40,91,44,94,18,69,6,56,31,82,25
579,66,92,41,28,79,54,3,5,55,81,30,43,75,50,100,37,88,12,63,33,83,7,58,20
580,93,68,17,24,74,99,49,36,87,62,11,8,70,45,96,1,52,26,77,39,89,14,64,17
581,58,84,33,46,96,71,21,14,65,90,40,27,67,42,93,29,80,4,55,48,99,23,74,11
582,77,52,2,2,53,78,28,40,91,66,15,21,61,36,86,44,95,19,70,7,57,32,82,13
583,72,97,47,34,84,59,9,12,62,88,37,50,63,38,89,26,76,0,51,3,54,29,79,41
584,100,75,25,18,69,94,43,31,81,56,6,4,92,16,67,35,85,10,60,22,73,48,98,21
585,54,80,29,42,92,67,17,23,73,99,48,36,71,46,97,33,84,8,59,40,90,14,65,2
586,86,61,10,7,58,83,32,45,96,70,20,13,52,27,78,30,81,5,55,18,68,43,93,11
587,64,89,39,26,77,51,1,0,51,76,26,38,62,37,87,49,100,24,74,26,76,1,51,13
588,89,64,13,19,70,95,45,32,83,57,7,10,64,39,89,7,57,32,83,45,95,20,70,23
589,60,86,35,48,98,73,23,16,67,92,41,29,73,48,98,35,86,10,61,42,92,16,67,4
590,79,54,4,5,56,81,30,43,94,68,18,24,54,29,80,2,53,27,78,40,91,15,65,34
591,75,100,49,37,87,62,12,8,59,84,34,46,84,9,59,21,72,46,97,50,100,24,75,12
592,97,71,21,15,65,90,40,27,78,53,2,1,62,37,87,18,69,43,94,31,81,5,56,14
593,52,77,26,39,90,64,14,20,71,96,45,33,65,39,90,27,77,1,52,46,96,20,71,8
594,83,58,8,11,61,86,36,49,99,74,23,17,58,33,83,36,87,11,61,24,74,49,99,5
595,68,93,42,30,80,55,4,3,53,79,28,41,55,30,80,42,93,17,68,38,88,12,63,0
596,91,66,15,22,72,97,47,34,85,60,9,6,50,25,76,19,69,44,95,31,82,6,57,9
597,56,82,31,44,94,69,19,12,63,88,38,25,60,35,85,47,98,22,72,28,79,3,54,16
598,75,50,0,0,50,75,25,37,88,63,12,19,66,41,91,28,79,3,53,15,66,41,91,9
599,69,94,44,31,82,56,6,9,60,85,34,47,60,34,85,47,97,22,72,19,69,44,94,31
600,97,72,22,15,66,91,41,28,79,53,3,4,82,6,56,37,88,12,63,0,50,25,75,4
601,55,80,30,42,93,67,17,23,74,99,49,36,55,30,80,42,93,17,67,36,86,11,61,23
602,86,61,11,8,58,83,33,45,96,71,20,14,74,49,99,45,96,20,71,8,58,33,83,14
603,64,90,39,26,77,52,1,2,52,78,27,40,64,39,90,26,77,1,52,18,68,43,94,30
604,90,65,15,21,71,97,46,34,84,59,8,11,81,5,56,49,100,24,75,11,62,37,87,34
605,62,87,37,49,100,75,24,18,68,94,43,30,84,8,59,21,71,46,97,2,52,27,78,40
606,81,56,5,4,54,79,29,41,92,67,16,22,90,15,65,41,92,16,67,4,54,29,79,22
607,73,98,48,35,86,60,10,7,57,82,32,45,73,48,98,35,86,10,60,7,57,32,82,45
608,95,70,19,13,64,89,38,26,76,51,0,1,95,19,70,26,76,0,51,13,64,38,89,11
609,51,77,26,39,89,64,13,20,70,95,45,32,62,36,87,49,99,24,74,30,80,5,55,17
610,83,58,7,10,61,86,36,48,99,73,23,17,68,43,93,39,90,14,65,2,52,27,77,21
611,67,92,42,29,80,54,4,6,56,81,31,43,71,46,96,33,84,8,58,35,85,9,60,22
612,94,69,18,24,75,100,50,37,88,62,12,9,73,47,98,3,54,28,79,41,92,16,66,13
613,59,84,34,47,97,72,21,15,65,91,40,28,63,38,88,25,76,0,51,44,95,19,69,6
614,78,53,2,2,52,77,27,39,90,65,14,21,57,32,82,48,99,23,73,10,61,36,86,17
615,71,96,46,33,84,58,8,11,62,87,36,49,67,42,92,29,80,4,54,1,51,26,77,39
616,99,74,24,17,68,93,43,30,80,55,5,3,89,13,64,32,83,7,58,20,70,45,95,24
617,54,79,28,41,92,66,16,22,73,98,47,35,75,50,100,37,88,12,62,43,94,18,69,6
618,85,60,9,6,57,82,32,44,95,69,19,13,56,31,81,28,78,2,53,15,65,40,91,9
619,63,88,38,25,76,51,0,0,51,76,25,38,59,34,84,47,97,21,72,22,72,47,97,34
620,89,63,13,19,70,95,44,32,82,57,7,10,85,9,59,40,91,15,66,3,53,28,78,31
621,60,85,35,48,98,73,22,16,66,92,41,29,81,6,56,18,69,44,94,12,63,37,88,50
622,79,54,3,5,55,81,30,43,93,68,18,24,100,25,75,45,96,20,70,7,58,33,83,14
623,74,100,49,37,87,62,11,8,59,84,33,46,64,39,89,26,77,1,51,4,55,29,80,42
624,96,71,21,14,65,90,40,27,78,52,2,3,93,17,67,36,86,10,61,23,74,48,99,32
625,53,78,28,40,91,66,15,22,72,97,47,34,82,7,57,19,70,44,95,0,51,25,76,38
626,85,59,9,12,63,88,37,50,100,75,25,18,89,13,63,16,66,41,92,29,79,3,54,48
627,69,94,44,31,81,56,6,4,55,80,29,42,98,22,73,10,60,35,85,8,59,33,84,46
628,93,67,17,23,74,99,48,36,86,61,10,7,96,21,71,27,78,2,52,14,65,40,90,43
629,58,83,33,45,96,70,20,14,64,89,39,26,93,18,68,5,55,30,81,24,74,49,100,37
630,77,51,1,1,51,76,26,38,89,64,13,20,87,11,62,38,89,13,64,1,51,26,76,20
631,70,95,45,32,83,57,7,10,61,86,35,48,70,45,95,32,83,7,57,10,61,35,86,48
632,98,73,23,16,67,92,42,29,79,54,4,5,98,23,73,29,79,4,54,16,67,42,92,15
633,56,81,31,43,94,68,18,24,75,100,50,37,65,40,91,27,78,2,53,46,97,21,72,8
634,87,62,12,8,59,84,34,46,97,72,21,15,59,34,84,37,87,12,62,24,75,50,100,5
635,65,91,40,27,78,53,2,1,52,77,27,39,56,31,81,43,94,18,68,1,52,27,77,39
636,90,65,14,20,71,96,46,33,83,58,8,11,90,14,65,33,83,8,58,20,71,46,96,49
637,61,87,36,49,99,74,23,17,68,93,42,30,99,23,74,11,61,36,87,17,68,42,93,30
638,80,55,5,3,53,79,28,41,91,66,16,22,80,5,55,25,76,0,50,12,63,38,88,6
639,72,98,47,35,85,60,9,6,57,82,31,44,57,31,82,44,94,19,69,22,72,47,98,35
640,94,69,19,12,63,88,38,25,76,50,0,0,85,9,60,41,91,16,66,3,53,28,79,3
641,50,75,25,38,88,63,12,19,69,94,44,31,53,28,78,41,91,15,66,34,85,9,59,22
642,82,57,6,9,60,85,34,47,98,72,22,15,72,47,97,44,94,18,69,6,56,31,82,12
643,66,91,41,28,79,53,3,4,55,80,30,42,63,37,88,25,75,0,50,30,80,4,55,17
644,93,68,17,23,74,99,49,36,86,61,11,8,67,42,93,11,61,36,86,48,99,23,74,20
645,58,83,33,45,96,71,20,14,64,90,39,27,71,45,96,33,83,7,58,39,89,14,64,1
646,77,52,1,2,53,78,27,40,90,65,15,21,52,26,77,43,93,18,68,5,56,30,81,24
647,72,97,46,34,84,59,8,12,62,87,37,49,74,49,100,37,87,11,62,8,59,33,84,46
648,100,75,24,18,68,94,43,30,81,56,5,4,97,21,71,27,78,2,52,15,65,40,90,16
649,54,79,29,42,92,67,16,23,73,98,48,35,67,41,92,29,79,3,54,48,98,22,73,10
650,86,60,10,7,57,83,32,45,95,70,19,13,60,35,86,32,82,7,57,19,70,44,95,0
651,64,89,38,26,76,51,1,1,51,77,26,39,51,26,76,38,89,13,63,36,87,11,61,24
652,89,64,14,20,70,96,45,32,83,58,7,10,74,49,99,5,55,30,80,43,93,17,68,14
653,61,86,36,48,99,73,23,17,67,92,42,29,65,39,90,27,77,1,52,46,96,20,71,8
654,80,55,4,6,56,81,31,44,94,69,18,25,58,33,84,9,60,35,85,47,98,22,72,28
655,75,100,50,37,88,62,12,9,59,85,34,47,79,3,54,16,66,41,91,38,88,13,63,0
656,97,72,21,15,66,91,40,28,78,53,2,2,50,25,76,19,69,44,95,31,82,6,57,23
657,52,77,27,40,90,65,14,21,71,96,46,33,73,48,99,35,86,10,61,42,92,16,67,4
658,84,58,8,11,62,87,36,49,100,74,24,17,54,29,80,26,76,1,51,13,64,39,89,7
659,68,93,43,30,81,55,5,3,54,79,29,41,58,32,83,45,95,20,70,50,100,24,75,12
660,92,66,16,22,73,98,47,35,85,60,10,6,62,37,87,18,69,43,94,31,81,5,56,2
661,57,82,32,44,95,70,19,13,63,88,38,25,53,28,78,40,91,15,65,34,84,9,59,21
662,76,51,0,0,50,76,25,38,88,63,13,19,72,46,97,47,97,21,72,9,59,34,85,15
663,69,95,44,31,82,57,6,9,60,85,35,47,66,40,91,28,78,2,53,6,56,31,81,44
664,98,72,22,16,66,91,41,28,79,54,3,5,94,18,69,37,88,12,62,25,75,50,100,20
665,55,80,30,43,93,68,17,24,74,99,49,36,70,45,96,32,83,7,58,39,89,14,64,1
666,87,61,11,8,58,84,33,46,96,71,20,14,51,26,77,29,80,4,55,17,67,42,92,10
667,65,90,39,27,77,52,1,2,53,78,28,40,61,36,86,48,99,23,73,6,57,32,82,44
668,91,65,15,21,72,97,46,34,84,59,9,12,95,19,70,25,76,0,51,13,63,38,88,41
669,62,87,37,50,100,75,24,18,69,94,43,31,92,16,66,3,54,29,79,22,73,47,98,35
670,81,56,5,4,54,80,29,42,92,67,16,23,85,10,60,33,84,8,58,21,71,46,96,2
671,73,99,48,35,86,61,10,7,58,83,32,45,52,27,77,40,90,14,65,17,68,43,93,30
672,95,70,20,13,64,89,39,26,76,51,1,0,81,5,55,49,100,24,74,11,62,36,87,13
673,51,76,26,38,89,63,13,19,70,95,44,32,64,38,89,26,76,1,51,45,95,19,70,7
674,82,57,7,10,60,86,35,48,98,73,22,16,57,32,83,35,86,10,60,23,73,48,98,4
675,67,92,41,29,79,54,3,5,56,81,30,43,54,29,79,42,92,16,67,40,90,15,65,2
676,93,68,18,24,74,100,49,37,87,62,11,8,53,27,78,21,72,46,97,34,84,8,59,12
677,59,84,33,46,97,71,21,15,65,90,40,27,62,37,87,49,100,24,75,30,81,5,56,18
678,78,52,2,1,52,77,26,39,89,64,14,20,68,43,94,27,77,1,52,14,64,39,90,8
679,71,96,45,33,83,58,7,11,61,86,36,48,58,33,83,45,96,20,71,23,74,49,99,36
680,99,74,23,17,67,93,42,30,80,55,4,3,86,11,61,42,93,17,68,4,55,30,80,0
681,53,78,28,41,91,66,15,22,72,97,47,34,50,25,75,38,88,12,63,31,82,6,57,19
682,85,59,9,6,56,82,31,44,94,69,18,12,69,44,94,47,98,22,72,9,60,34,85,15
683,63,88,37,25,75,50,0,0,50,75,25,37,66,41,91,28,79,3,53,26,77,1,52,14
684,88,63,12,18,69,94,44,31,82,56,6,9,64,39,90,8,58,33,83,45,96,20,71,23
685,59,85,34,47,97,72,22,15,66,91,41,28,74,49,99,36,86,11,61,42,93,17,67,4
686,78,53,3,4,55,80,30,42,93,67,17,23,55,30,80,0,50,25,75,37,88,12,63,31
687,74,99,48,36,86,61,11,7,58,83,33,45,82,6,56,19,69,44,94,47,97,22,72,9
688,96,71,20,14,64,89,39,26,77,52,1,2,60,34,85,15,66,41,91,28,79,3,53,13
689,52,78,27,40,90,65,15,21,71,97,46,33,64,38,89,26,76,0,51,45,95,19,70,7
690,84,59,8,11,62,87,37,49,100,74,24,18,57,32,82,35,86,10,60,22,73,48,98,4
691,68,93,43,30,81,56,5,3,54,79,29,41,54,29,79,41,92,16,67,40,90,15,65,2
692,92,67,16,22,73,98,48,35,86,60,10,7,52,27,78,21,71,46,97,34,84,8,59,11
693,57,82,32,44,95,70,19,13,63,89,38,26,62,37,87,49,100,24,75,30,81,5,56,18
694,76,51,0,1,51,76,26,39,89,64,13,20,68,43,93,6,57,32,82,44,95,19,69,25
695,70,95,45,32,83,58,7,10,61,86,35,48,76,0,50,13,63,38,88,41,92,16,66,3
696,99,73,23,16,67,92,42,29,80,54,4,5,54,28,79,22,73,47,98,35,85,9,60,33
697,56,81,31,43,94,69,18,24,75,100,50,37,84,8,58,21,71,46,96,2,52,27,77,39
698,87,62,12,9,59,84,34,46,97,72,21,15,90,14,65,17,68,43,93,30,80,5,55,49
699,65,91,40,28,78,53,2,2,52,77,27,39,99,24,74,11,62,36,87,47,97,21,72,9
700,90,65,14,20,71,96,46,33,84,58,8,11,59,34,84,15,65,40,91,28,78,2,53,6
701,61,87,36,49,99,74,24,17,68,93,43,30,56,31,81,43,94,18,69,37,88,12,62,24
702,80,55,5,3,54,79,28,41,91,66,16,22,75,50,100,20,70,45,95,32,83,7,58,39
703,73,98,47,35,85,60,9,6,57,82,31,44,89,13,64,1,51,26,77,29,80,4,54,17
704,95,69,19,13,63,88,38,25,76,50,0,0,67,42,92,10,61,36,86,48,99,23,73,23
705,51,76,25,38,88,63,13,19,70,95,44,32,74,48,99,36,86,10,61,42,93,17,67,4
706,82,57,6,10,60,85,35,47,98,73,22,16,55,29,80,26,77,1,51,14,64,39,89,7
707,66,92,41,29,79,54,3,5,55,81,30,43,58,33,83,45,96,20,70,50,100,25,75,12
708,93,68,17,24,74,100,49,36,87,62,11,8,63,37,88,18,69,44,94,31,81,6,56,3
709,58,84,33,46,96,71,21,14,65,90,40,27,53,28,78,40,91,15,66,34,85,9,59,22
710,77,52,2,2,53,78,28,40,91,66,15,21,72,47,97,36,87,11,62,24,74,49,100,5
711,72,97,47,34,85,59,9,12,62,88,37,50,55,30,81,43,93,18,68,14,65,40,90,27
712,100,75,25,18,69,94,44,31,81,56,6,4,78,2,52,46,96,21,71,8,59,33,84,10
713,55,80,29,42,92,67,17,23,73,99,48,36,60,35,85,48,98,22,73,29,79,3,54,16
714,86,61,10,7,58,83,32,45,96,70,20,14,66,41,92,38,89,13,63,0,51,25,76,19
715,64,89,39,26,77,51,1,1,51,76,26,38,70,44,95,32,82,7,57,43,94,18,68,5
716,89,64,13,19,70,95,45,32,83,57,7,10,56,31,81,24,75,50,100,37,87,12,62,8
717,60,86,35,48,98,73,23,16,67,92,42,29,59,34,84,46,97,21,72,27,78,2,53,15
718,79,54,4,5,56,81,30,43,94,68,18,24,65,40,91,16,67,42,92,29,79,4,54,48
719,75,100,49,37,87,62,12,8,59,84,34,46,98,23,73,10,61,35,86,32,83,7,57,20
720,97,72,21,15,65,90,40,27,78,53,2,1,70,45,95,1,51,26,76,38,89,13,64,3
721,52,77,27,39,90,64,14,20,71,96,45,33,53,28,79,41,91,16,66,35,85,9,60,22
722,83,58,8,11,61,87,36,49,99,74,23,17,72,47,98,44,94,19,69,6,57,31,82,12
723,68,93,42,30,80,55,4,3,53,79,28,41,63,38,88,25,76,0,50,30,80,5,55,17
724,91,66,16,22,72,98,47,34,85,60,9,6,68,42,93,11,61,36,87,49,99,23,74,20
725,57,82,31,44,94,69,19,12,63,88,38,25,71,46,96,33,83,8,58,39,90,14,65,1
726,75,50,0,0,50,76,25,38,88,63,12,19,52,27,77,1,52,26,77,39,89,14,64,33
727,69,94,44,31,82,57,6,9,60,85,35,47,83,7,58,20,71,45,96,48,99,23,74,11
728,98,72,22,16,66,91,41,28,79,53,3,5,61,36,86,17,67,42,93,29,80,4,55,25
729,55,80,30,42,93,68,17,23,74,99,49,36,75,0,50,12,63,37,88,6,56,31,82,44
730,87,61,11,8,58,83,33,46,96,71,20,14,94,18,69,22,72,47,97,34,85,9,59,41
731,65,90,39,27,77,52,1,2,53,78,27,40,91,15,66,3,53,28,78,38,89,13,63,0
732,91,65,15,21,72,97,46,34,84,59,9,12,51,26,76,19,70,44,95,32,82,7,57,10
733,62,87,37,50,100,75,24,18,68,94,43,31,60,35,86,48,98,22,73,29,79,3,54,16
734,81,56,5,4,54,80,29,42,92,67,16,23,67,41,92,15,65,40,90,27,78,2,52,46
735,73,98,48,35,86,61,10,7,57,83,32,45,97,21,71,8,59,33,84,37,87,11,62,24
736,95,70,20,13,64,89,38,26,76,51,1,1,74,49,100,5,56,30,81,43,93,18,68,31
737,51,77,26,39,89,64,14,20,70,96,45,33,82,6,57,19,69,44,95,0,50,25,76,38
738,83,58,7,10,61,86,36,48,99,74,23,17,88,13,63,16,66,41,91,28,79,3,54,47
739,67,93,42,29,80,55,4,6,56,81,31,44,98,22,72,9,60,35,85,8,58,33,84,46
740,94,69,18,25,75,100,50,37,88,63,12,9,96,20,71,27,77,1,52,14,65,39,90,43
741,59,85,34,47,97,72,22,15,66,91,40,28,93,17,68,5,55,30,80,24,74,49,99,36
742,78,53,3,2,52,78,27,40,90,65,14,21,87,11,61,21,72,46,97,34,84,9,59,40
743,71,96,46,33,84,59,8,11,62,87,37,49,91,15,65,2,53,28,78,31,81,5,56,18
744,100,74,24,18,68,93,43,30,81,55,5,3,69,43,94,12,62,37,87,50,100,24,75,45
745,54,79,29,41,92,66,16,22,73,98,48,35,95,20,70,7,58,32,83,13,64,39,89,26
746,85,60,10,7,57,82,32,44,95,70,19,13,76,1,51,4,54,29,80,42,92,16,67,35
747,63,89,38,25,76,51,0,0,51,76,25,38,86,10,61,23,73,48,99,48,99,23,73,10
748,88,63,13,19,69,95,44,32,82,57,6,9,61,36,86,17,67,42,92,29,80,4,55,1
749,60,85,35,47,98,73,22,16,66,92,41,28,51,26,77,39,89,14,64,32,83,7,58,20
750,79,54,3,5,55,80,30,43,93,68,17,24,70,45,96,25,75,50,100,37,88,12,62,43
751,74,99,49,36,87,62,11,8,58,84,33,46,94,18,69,6,56,31,81,28,78,2,53,15
752,96,71,21,14,65,90,39,27,77,52,2,2,66,40,91,9,59,34,85,47,97,21,72,11
753,53,78,28,40,91,66,15,21,72,97,47,34,62,36,87,49,100,24,74,30,81,5,55,17
754,84,59,9,12,62,88,37,50,100,75,24,18,68,43,93,40,90,14,65,2,52,27,77,21
755,69,94,43,31,81,56,6,4,54,80,29,42,71,46,96,33,84,8,58,35,85,10,60,22
756,92,67,17,23,73,99,48,36,86,61,10,7,73,47,98,3,54,29,79,41,92,16,66,13
757,58,83,32,45,95,70,20,13,64,89,39,26,63,38,88,25,76,0,51,44,95,19,70,6
758,77,51,1,0,51,76,26,38,89,64,13,19,57,32,82,18,68,43,94,30,81,5,56,49
759,70,95,45,32,82,57,7,10,60,86,35,48,100,24,75,12,62,37,87,34,84,8,59,21
760,98,73,23,16,67,92,41,29,79,54,4,5,72,46,97,2,53,27,78,40,90,15,65,42
761,56,81,30,43,94,68,18,24,75,100,49,37,92,16,67,4,54,29,79,23,73,48,98,35
762,87,62,11,8,59,84,34,46,97,71,21,15,86,10,60,7,57,32,83,45,95,19,70,26
763,65,90,40,27,78,52,2,1,52,77,26,39,76,1,51,13,64,38,89,28,79,3,53,15
764,90,64,14,20,71,96,45,33,83,58,8,11,66,41,91,9,60,34,85,47,98,22,72,19
765,61,86,36,49,99,74,23,17,67,93,42,30,69,44,94,31,82,6,57,38,88,12,63,0
766,80,55,4,3,53,79,28,41,91,66,15,22,50,25,75,4,55,30,80,42,93,17,68,36
767,72,97,47,34,85,60,9,6,56,82,31,44,86,11,61,23,74,49,99,45,96,20,71,8
768,94,69,19,12,63,88,37,25,75,50,0,0,58,33,83,14,64,39,90,27,77,1,52,14
769,50,75,25,38,88,63,12,19,69,94,44,31,64,39,90,26,77,1,52,45,96,20,71,7
770,82,56,6,9,60,85,34,47,98,72,22,15,58,33,83,36,86,11,61,23,74,48,99,4
771,66,91,41,28,79,53,3,4,55,80,30,42,55,30,80,42,93,17,67,37,88,12,63,0
772,93,68,17,23,74,99,49,36,86,61,11,8,50,25,75,18,69,44,94,31,82,6,56,9
773,58,83,33,45,96,71,20,14,64,90,39,26,60,34,85,47,97,22,72,28,78,3,53,15
774,77,52,1,2,53,78,27,40,90,65,15,21,66,41,91,26,76,0,51,13,63,38,89,7
775,71,97,46,34,84,59,8,12,62,87,37,49,57,32,82,45,95,19,70,22,73,48,98,35
776,100,75,24,18,68,94,43,30,81,56,5,4,86,10,60,41,92,16,67,4,54,29,79,2
777,54,79,29,41,92,67,16,23,73,98,48,35,52,27,78,40,90,15,65,33,84,8,59,21
778,86,60,10,7,57,83,32,45,95,70,19,13,71,46,97,49,100,24,75,11,62,37,87,18
779,64,89,38,26,76,51,0,1,51,77,26,39,68,43,93,30,81,5,56,44,95,19,69,6
780,89,64,13,20,70,96,45,32,83,58,7,10,57,32,82,13,63,38,88,25,76,0,50,3
781,61,86,36,48,99,73,23,17,67,92,42,29,54,28,79,41,91,16,66,35,85,9,60,22
782,80,55,4,6,56,81,31,43,94,69,18,25,73,47,98,20,71,46,96,33,84,8,58,39
783,75,100,50,37,88,62,12,9,59,84,34,47,90,14,65,2,52,27,77,30,80,5,55,17
784,97,72,21,15,66,91,40,28,78,53,2,2,68,43,93,11,61,36,87,49,99,24,74,9
785,52,77,27,40,90,65,14,21,71,96,46,33,59,34,84,47,97,21,72,28,78,2,53,15
786,84,58,8,11,62,87,36,49,99,74,24,17,65,40,91,43,94,18,69,5,56,31,81,24
787,68,93,43,30,81,55,5,3,54,79,28,41,75,50,100,37,88,12,62,32,83,7,58,20
788,92,66,16,22,73,98,47,35,85,60,10,6,70,45,95,1,51,26,76,39,89,13,64,17
789,57,82,32,44,95,69,19,13,63,88,38,25,67,42,92,29,80,4,54,48,99,23,73,10
790,76,51,0,0,51,76,26,38,89,63,13,19,61,35,86,36,86,10,61,23,74,48,99,4
791,70,95,44,32,82,57,7,10,60,85,35,48,55,29,80,42,92,17,67,14,64,39,89,26
792,98,73,22,16,67,92,41,29,79,54,3,5,77,1,51,45,96,20,70,7,58,33,83,12
793,55,81,30,43,93,68,18,24,74,100,49,37,62,37,88,50,100,25,75,31,81,6,56,18
794,87,62,11,8,59,84,33,46,97,71,21,14,69,44,94,40,91,15,66,3,53,28,78,21
795,65,90,40,27,78,52,2,3,53,78,28,41,72,47,97,34,85,9,59,24,74,49,100,36
796,91,66,15,22,72,97,47,34,85,59,9,12,87,11,62,43,93,18,68,5,55,30,81,27
797,63,88,37,50,100,75,25,18,69,94,44,31,77,2,52,14,65,40,90,8,59,33,84,46
798,82,56,6,4,55,80,29,42,93,67,17,23,96,21,71,47,98,22,73,10,60,35,85,16
799,74,99,48,36,86,61,11,7,58,83,33,45,66,41,92,29,79,3,54,0,51,25,76,38
800,96,70,20,14,64,89,39,26,77,52,1,1,89,13,63,32,82,6,57,19,70,44,95,5
801,51,76,26,39,89,64,13,20,70,95,45,32,56,31,81,43,94,18,68,37,87,12,62,24
802,83,57,7,10,61,86,35,48,98,73,23,16,75,49,100,46,97,21,72,8,59,34,84,15
803,67,92,42,29,80,54,4,5,56,81,31,43,65,40,90,27,78,2,53,29,79,4,54,16
804,94,69,18,24,75,100,50,37,87,62,12,9,67,42,92,10,61,35,86,48,98,23,73,19
805,59,84,34,46,97,72,21,15,65,91,40,27,70,45,95,32,83,7,57,38,89,13,64,1
806,78,53,2,1,52,77,27,39,90,65,14,20,51,26,76,41,91,16,66,3,53,28,79,22
807,71,96,46,33,83,58,8,11,61,87,36,49,72,47,98,34,85,9,60,6,57,31,82,44
808,99,74,24,17,68,93,42,30,80,55,5,3,94,19,69,25,75,0,50,12,63,38,88,17
809,54,79,28,41,91,66,16,22,72,98,47,35,68,42,93,30,80,4,55,49,99,23,74,11
810,85,60,9,6,57,82,31,44,95,69,19,12,61,36,87,33,83,8,58,20,71,46,96,1
811,63,88,38,25,76,50,0,0,50,76,25,38,52,27,77,39,90,14,64,39,90,14,64,1
812,88,63,12,19,69,94,44,31,82,57,6,9,52,26,77,20,71,45,96,33,83,8,58,11
813,60,85,34,47,98,72,22,16,66,91,41,28,61,36,86,49,99,23,74,30,80,4,55,17
814,79,53,3,5,55,80,30,42,93,68,17,23,68,42,93,12,63,38,88,25,75,0,50,44
815,74,99,49,36,87,61,11,8,58,83,33,46,94,19,69,6,56,31,82,34,85,9,60,22
816,96,71,20,14,64,90,39,27,77,52,1,2,72,47,97,3,53,28,79,41,91,15,66,0
817,53,78,27,40,90,65,15,21,72,97,46,34,51,26,76,38,89,13,64,32,82,7,57,19
818,84,59,8,12,62,87,37,49,100,75,24,18,70,45,95,48,98,23,73,10,60,35,86,16
819,68,94,43,31,81,56,5,4,54,79,29,42,67,41,92,29,79,4,54,27,78,2,53,15
820,92,67,16,23,73,98,48,35,86,61,10,7,65,40,90,8,59,34,84,46,97,21,71,24
821,57,83,32,45,95,70,19,13,64,89,38,26,75,49,100,37,87,11,62,43,94,18,68,5
822,76,51,1,1,51,77,26,39,89,64,14,20,56,30,81,19,69,44,95,32,82,6,57,38
823,70,96,45,33,83,58,7,10,61,86,36,48,88,13,63,0,51,25,76,28,79,3,54,16
824,99,74,23,17,67,92,42,29,80,55,4,6,66,41,92,10,60,35,85,47,98,22,73,46
825,56,81,31,44,94,69,18,25,75,100,50,37,96,21,71,8,58,33,84,14,65,40,90,27
826,88,62,12,9,59,85,34,47,97,72,21,15,77,2,52,5,55,30,81,43,93,17,68,36
827,66,91,40,28,78,53,3,2,52,77,27,40,87,11,62,24,74,49,99,34,84,9,59,21
828,90,65,14,21,71,96,46,33,84,59,8,11,72,47,97,2,53,28,78,40,91,15,66,18
829,62,87,36,49,100,74,24,18,68,93,43,30,69,43,94,31,81,6,56,50,100,25,75,12
830,81,55,5,3,54,79,29,41,92,66,16,22,62,37,88,7,58,32,83,45,96,20,70,26
831,73,98,48,35,85,60,10,6,57,82,32,44,77,1,51,13,64,39,89,42,92,17,67,4
832,95,70,19,13,63,89,38,25,76,51,0,0,54,29,80,23,73,48,99,36,86,10,61,11
