id,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10
661,71,96,46,33,83,58,8,11,61,87,71,46,96,33,83,8,58,11,61,36
662,36,49,99,74,23,17,68,93,42,30,87,49,99,23,74,30,80,5,55,17
663,80,55,5,3,53,79,28,41,91,66,68,42,93,12,63,38,88,25,76,0
664,16,22,72,98,47,34,85,60,9,6,50,44,94,19,69,6,57,31,82,34
665,57,82,31,44,94,69,19,12,63,88,85,9,60,22,72,47,98,3,53,28
666,38,25,76,50,0,0,50,76,25,38,79,41,91,16,66,41,91,15,66,3
667,88,63,12,19,69,95,44,31,82,57,53,28,79,22,72,47,97,34,85,9
668,6,9,60,85,35,47,98,72,22,16,60,6,56,31,82,44,94,19,69,25
669,66,91,41,28,79,54,3,5,55,80,75,0,50,12,63,38,88,17,68,42
670,30,42,93,68,17,24,74,99,49,36,93,30,80,4,55,49,99,23,74,11
671,87,61,11,8,58,83,33,46,96,71,61,36,86,33,83,8,58,20,71,45
672,20,14,65,90,39,27,77,52,1,2,96,1,52,26,77,39,90,14,64,5
673,53,78,27,40,91,65,15,21,72,97,56,30,81,43,94,18,68,37,87,12
674,46,34,84,59,9,12,62,87,37,50,62,24,75,49,100,46,97,21,71,8
675,100,75,24,18,69,94,43,31,81,56,59,34,84,15,65,40,90,27,78,2
676,5,4,54,80,29,42,92,67,16,23,53,29,79,4,54,16,67,41,92,10
677,73,98,48,35,86,61,10,7,57,83,60,35,86,48,98,23,73,19,70,45
678,32,45,95,70,20,13,64,89,39,26,95,32,83,7,57,38,89,13,64,0
679,76,51,1,1,52,77,26,39,89,64,51,26,76,24,74,49,99,36,87,11
680,14,20,70,96,45,33,83,58,7,11,62,43,93,17,68,5,55,30,81,27
681,61,86,36,48,99,74,23,17,67,93,77,2,52,14,65,40,90,8,58,33
682,42,29,80,55,4,6,56,82,31,44,84,46,96,21,71,47,98,22,73,10
683,94,69,18,25,75,100,50,37,88,63,60,35,85,16,66,41,92,28,79,3
684,12,9,59,85,34,47,97,72,22,15,54,0,51,25,76,38,88,13,63,32
685,66,91,40,28,78,53,3,2,52,78,82,6,57,19,69,44,95,36,86,10
686,27,40,90,65,14,21,71,97,46,33,61,23,73,48,99,4,54,29,80,42
687,84,59,8,11,62,87,37,49,100,74,92,17,67,13,64,39,89,26,77,1
688,24,18,68,93,43,30,81,55,5,3,51,45,96,20,70,7,58,32,83,12
689,54,79,29,41,92,67,16,22,73,98,62,37,88,50,100,25,75,31,81,6
690,48,35,85,60,10,7,57,82,32,44,56,18,69,43,94,40,91,15,66,2
691,95,70,19,13,63,89,38,26,76,51,53,28,78,21,72,47,97,34,84,9
692,0,0,51,76,25,38,88,63,13,19,59,9,59,34,85,47,97,22,72,28
693,69,95,44,32,82,57,6,10,60,85,78,3,53,15,66,40,91,44,94,18
694,35,47,98,73,22,16,66,92,41,28,69,6,56,31,82,25,75,50,100,37
695,79,54,3,5,55,81,30,43,93,68,88,12,63,33,83,7,58,20,70,45
696,17,24,74,99,49,36,87,62,11,8,96,1,52,26,77,39,89,14,64,17
697,58,84,33,46,96,71,21,14,65,90,67,42,93,29,80,4,55,48,99,23
698,40,27,77,52,2,2,53,78,28,40,74,11,61,36,86,44,95,19,70,7
699,91,66,15,21,72,97,47,34,84,59,57,32,82,13,63,38,89,26,76,0
700,9,12,62,88,37,50,100,75,25,18,51,3,54,29,79,41,92,16,67,35
701,69,94,43,31,81,56,6,4,54,80,85,10,60,22,73,48,98,21,71,46
702,29,42,92,67,17,23,73,99,48,36,97,33,84,8,59,40,90,14,65,2
703,86,61,10,7,58,83,32,45,96,70,52,27,78,30,81,5,55,18,68,43
704,20,13,64,89,39,26,77,51,1,0,93,11,62,37,87,49,100,24,74,26
705,51,76,26,38,89,64,13,19,70,95,76,1,51,13,64,39,89,7,57,32
706,45,32,83,57,7,10,60,86,35,48,83,45,95,20,70,23,73,48,98,35
707,98,73,23,16,67,92,41,29,79,54,86,10,61,42,92,16,67,4,54,29
708,4,5,56,81,30,43,94,68,18,24,80,2,53,27,78,40,91,15,65,34
709,75,100,49,37,87,62,12,8,59,84,84,9,59,21,72,46,97,50,100,24
710,34,46,97,71,21,15,65,90,40,27,75,12,62,37,87,18,69,43,94,31
711,78,53,2,1,52,77,26,39,90,64,81,5,56,14,65,39,90,27,77,1
712,14,20,71,96,45,33,83,58,8,11,52,46,96,20,71,8,58,33,83,36
713,61,86,36,49,99,74,23,17,68,93,87,11,61,24,74,49,99,5,55,30
714,42,30,80,55,4,3,53,79,28,41,80,42,93,17,68,38,88,12,63,0
715,91,66,15,22,72,97,47,34,85,60,50,25,76,19,69,44,95,31,82,6
716,9,6,56,82,31,44,94,69,19,12,57,9,60,35,85,47,98,22,72,28
717,63,88,38,25,75,50,0,0,50,75,79,3,54,16,66,41,91,28,79,3
718,25,37,88,63,12,19,69,94,44,31,53,15,66,41,91,9,60,34,85,47
719,82,56,6,9,60,85,34,47,97,72,97,22,72,19,69,44,94,31,82,6
720,22,15,66,91,41,28,79,53,3,4,56,37,88,12,63,0,50,25,75,4
721,55,80,30,42,93,67,17,23,74,99,55,30,80,42,93,17,67,36,86,11
722,49,36,86,61,11,8,58,83,33,45,61,23,74,49,99,45,96,20,71,8
723,96,71,20,14,64,90,39,26,77,52,58,33,83,14,64,39,90,26,77,1
724,1,2,52,78,27,40,90,65,15,21,52,18,68,43,94,30,81,5,56,49
725,71,97,46,34,84,59,8,11,62,87,100,24,75,11,62,37,87,34,84,8
726,37,49,100,75,24,18,68,94,43,30,59,21,71,46,97,2,52,27,78,40
727,81,56,5,4,54,79,29,41,92,67,90,15,65,41,92,16,67,4,54,29
728,16,22,73,98,48,35,86,60,10,7,79,22,73,48,98,35,86,10,60,7
729,57,82,32,45,95,70,19,13,64,89,57,32,82,45,95,19,70,26,76,0
730,38,26,76,51,0,1,51,77,26,39,51,13,64,38,89,11,62,36,87,49
731,89,64,13,20,70,95,45,32,83,58,99,24,74,30,80,5,55,17,68,43
732,7,10,61,86,36,48,99,73,23,17,93,39,90,14,65,2,52,27,77,21
733,67,92,42,29,80,54,4,6,56,81,71,46,96,33,84,8,58,35,85,9
734,31,43,94,69,18,24,75,100,50,37,60,22,73,47,98,3,54,28,79,41
735,88,62,12,9,59,84,34,47,97,72,92,16,66,13,63,38,88,25,76,0
736,21,15,65,91,40,28,78,53,2,2,51,44,95,19,69,6,57,32,82,48
737,52,77,27,39,90,65,14,21,71,96,99,23,73,10,61,36,86,17,67,42
738,46,33,84,58,8,11,62,87,36,49,92,29,80,4,54,1,51,26,77,39
739,99,74,24,17,68,93,43,30,80,55,89,13,64,32,83,7,58,20,70,45
740,5,3,54,79,28,41,92,66,16,22,95,24,75,50,100,37,88,12,62,43
741,73,98,47,35,85,60,9,6,57,82,94,18,69,6,56,31,81,28,78,2
742,32,44,95,69,19,13,63,88,38,25,53,15,65,40,91,9,59,34,84,47
743,76,51,0,0,51,76,25,38,89,63,97,21,72,22,72,47,97,34,85,9
744,13,19,70,95,44,32,82,57,7,10,59,40,91,15,66,3,53,28,78,31
745,60,85,35,48,98,73,22,16,66,92,81,6,56,18,69,44,94,12,63,37
746,41,29,79,54,3,5,55,81,30,43,88,50,100,25,75,45,96,20,70,7
747,93,68,18,24,74,100,49,37,87,62,58,33,83,14,64,39,89,26,77,1
748,11,8,59,84,33,46,96,71,21,14,51,4,55,29,80,42,93,17,67,36
749,65,90,40,27,78,52,2,3,53,78,86,10,61,23,74,48,99,32,82,7
750,28,40,91,66,15,22,72,97,47,34,57,19,70,44,95,0,51,25,76,38
751,85,59,9,12,63,88,37,50,100,75,89,13,63,16,66,41,92,29,79,3
752,25,18,69,94,44,31,81,56,6,4,54,48,98,22,73,10,60,35,85,8
753,55,80,29,42,93,67,17,23,74,99,59,33,84,46,96,21,71,27,78,2
754,48,36,86,61,10,7,58,83,33,45,52,14,65,40,90,43,93,18,68,5
755,96,70,20,14,64,89,39,26,77,51,55,30,81,24,74,49,100,37,87,11
756,1,1,51,76,26,38,89,64,13,20,62,38,89,13,64,1,51,26,76,20
757,70,95,45,32,83,57,7,10,61,86,70,45,95,32,83,7,57,10,61,35
758,35,48,98,73,23,16,67,92,42,29,86,48,98,23,73,29,79,4,54,16
759,79,54,4,5,56,81,31,43,94,68,67,42,92,15,65,40,91,27,78,2
760,18,24,75,100,50,37,87,62,12,8,53,46,97,21,72,8,59,34,84,37
761,59,84,34,46,97,72,21,15,65,91,87,12,62,24,75,50,100,5,56,31
762,40,27,78,53,2,1,52,77,27,39,81,43,94,18,68,1,52,27,77,39
763,90,65,14,20,71,96,46,33,83,58,90,14,65,33,83,8,58,20,71,46
764,8,11,61,87,36,49,99,74,23,17,96,49,99,23,74,11,61,36,87,17
765,68,93,42,30,80,55,5,3,53,79,68,42,93,30,80,5,55,25,76,0
766,28,41,91,66,16,22,72,98,47,35,50,12,63,38,88,6,57,31,82,44
767,85,60,9,6,57,82,31,44,94,69,94,19,69,22,72,47,98,35,85,9
768,19,12,63,88,38,25,76,50,0,0,60,41,91,16,66,3,53,28,79,3
769,50,75,25,38,88,63,12,19,69,94,53,28,78,41,91,15,66,34,85,9
770,44,31,82,57,6,9,60,85,34,47,59,22,72,47,97,44,94,18,69,6
771,98,72,22,15,66,91,41,28,79,53,56,31,82,12,63,37,88,25,75,0
772,3,4,55,80,30,42,93,68,17,23,50,30,80,4,55,17,67,42,93,11
773,74,99,49,36,86,61,11,8,58,83,61,36,86,48,99,23,74,20,71,45
774,33,45,96,71,20,14,64,90,39,27,96,33,83,7,58,39,89,14,64,1
775,77,52,1,2,53,78,27,40,90,65,52,26,77,43,93,18,68,5,56,30
776,15,21,72,97,46,34,84,59,8,12,81,24,74,49,100,37,87,11,62,8
777,62,87,37,49,100,75,24,18,68,94,59,33,84,46,97,21,71,27,78,2
778,43,30,81,56,5,4,54,79,29,42,52,15,65,40,90,16,67,41,92,29
779,92,67,16,23,73,98,48,35,86,60,79,3,54,48,98,22,73,10,60,35
780,10,7,57,83,32,45,95,70,19,13,86,32,82,7,57,19,70,44,95,0
781,64,89,38,26,76,51,1,1,51,77,51,26,76,38,89,13,63,36,87,11
782,26,39,89,64,14,20,70,96,45,32,61,24,74,49,99,5,55,30,80,43
783,83,58,7,10,61,86,36,48,99,73,93,17,68,14,65,39,90,27,77,1
784,23,17,67,92,42,29,80,55,4,6,52,46,96,20,71,8,58,33,84,9
785,56,81,31,44,94,69,18,25,75,100,60,35,85,47,98,22,72,28,79,3
786,50,37,88,62,12,9,59,85,34,47,54,16,66,41,91,38,88,13,63,0
787,97,72,21,15,66,91,40,28,78,53,50,25,76,19,69,44,95,31,82,6
788,2,2,52,77,27,40,90,65,14,21,57,23,73,48,99,35,86,10,61,42
789,71,96,46,33,84,58,8,11,62,87,92,16,67,4,54,29,80,26,76,1
790,36,49,100,74,24,17,68,93,43,30,51,13,64,39,89,7,58,32,83,45
791,81,55,5,3,54,79,29,41,92,66,95,20,70,50,100,24,75,12,62,37
792,16,22,73,98,47,35,85,60,10,6,87,18,69,43,94,31,81,5,56,2
793,57,82,32,44,95,70,19,13,63,88,53,28,78,40,91,15,65,34,84,9
794,38,25,76,51,0,0,50,76,25,38,59,21,72,46,97,47,97,21,72,9
795,88,63,13,19,69,95,44,31,82,57,59,34,85,15,66,40,91,28,78,2
796,6,9,60,85,35,47,98,72,22,16,53,6,56,31,81,44,94,18,69,37
797,66,91,41,28,79,54,3,5,55,80,88,12,62,25,75,50,100,20,70,45
798,30,43,93,68,17,24,74,99,49,36,96,32,83,7,58,39,89,14,64,1
799,87,61,11,8,58,84,33,46,96,71,51,26,77,29,80,4,55,17,67,42
800,20,14,65,90,39,27,77,52,1,2,92,10,61,36,86,48,99,23,73,6
801,53,78,28,40,91,65,15,21,72,97,57,32,82,44,95,19,70,25,76,0
802,46,34,84,59,9,12,62,87,37,50,51,13,63,38,88,41,92,16,66,3
803,100,75,24,18,69,94,43,31,81,56,54,29,79,22,73,47,98,35,85,10
804,5,4,54,80,29,42,92,67,16,23,60,33,84,8,58,21,71,46,96,2
805,73,99,48,35,86,61,10,7,58,83,52,27,77,40,90,14,65,17,68,43
806,32,45,95,70,20,13,64,89,39,26,93,30,81,5,55,49,100,24,74,11
807,76,51,1,0,51,76,26,38,89,63,62,36,87,13,64,38,89,26,76,1
808,13,19,70,95,44,32,82,57,7,10,51,45,95,19,70,7,57,32,83,35
809,60,86,35,48,98,73,22,16,67,92,86,10,60,23,73,48,98,4,54,29
810,41,29,79,54,3,5,56,81,30,43,79,42,92,16,67,40,90,15,65,2
811,93,68,18,24,74,100,49,37,87,62,53,27,78,21,72,46,97,34,84,8
812,11,8,59,84,33,46,97,71,21,15,59,12,62,37,87,49,100,24,75,30
813,65,90,40,27,78,52,2,1,52,77,81,5,56,18,68,43,94,27,77,1
814,26,39,89,64,14,20,71,96,45,33,52,14,64,39,90,8,58,33,83,45
815,83,58,7,11,61,86,36,48,99,74,96,20,71,23,74,49,99,36,86,11
816,23,17,67,93,42,30,80,55,4,3,61,42,93,17,68,4,55,30,80,0
817,53,78,28,41,91,66,15,22,72,97,50,25,75,38,88,12,63,31,82,6
818,47,34,85,59,9,6,56,82,31,44,57,19,69,44,94,47,98,22,72,9
819,94,69,18,12,63,88,37,25,75,50,60,34,85,15,66,41,91,28,79,3
820,0,0,50,75,25,37,88,63,12,18,53,26,77,1,52,14,64,39,90,8
821,69,94,44,31,82,56,6,9,59,85,58,33,83,45,96,20,71,23,74,49
822,34,47,97,72,22,15,66,91,41,28,99,36,86,11,61,42,93,17,67,4
823,78,53,3,4,55,80,30,42,93,67,55,30,80,0,50,25,75,37,88,12
824,17,23,74,99,48,36,86,61,11,7,63,31,82,6,56,19,69,44,94,47
825,58,83,33,45,96,71,20,14,64,89,97,22,72,9,60,34,85,15,66,41
826,39,26,77,52,1,2,52,78,27,40,91,28,79,3,53,13,64,38,89,26
827,90,65,15,21,71,97,46,33,84,59,76,0,51,45,95,19,70,7,57,32
828,8,11,62,87,37,49,100,74,24,18,82,35,86,10,60,22,73,48,98,4
829,68,93,43,30,81,56,5,3,54,79,54,29,79,41,92,16,67,40,90,15
830,29,41,92,67,16,22,73,98,48,35,65,2,52,27,78,21,71,46,97,34
831,86,60,10,7,57,82,32,44,95,70,84,8,59,11,62,37,87,49,100,24
832,19,13,63,89,38,26,76,51,0,1,75,30,81,5,56,18,68,43,93,6
833,51,76,26,39,89,64,13,20,70,95,57,32,82,44,95,19,69,25,76,0
834,45,32,83,58,7,10,61,86,35,48,50,13,63,38,88,41,92,16,66,3
835,99,73,23,16,67,92,42,29,80,54,54,28,79,22,73,47,98,35,85,9
836,4,5,56,81,31,43,94,69,18,24,60,33,84,8,58,21,71,46,96,2
837,75,100,50,37,87,62,12,9,59,84,52,27,77,39,90,14,65,17,68,43
838,34,46,97,72,21,15,65,91,40,28,93,30,80,5,55,49,99,24,74,11
839,78,53,2,2,52,77,27,39,90,65,62,36,87,47,97,21,72,9,59,34
840,14,20,71,96,46,33,84,58,8,11,84,15,65,40,91,28,78,2,53,6
841,61,87,36,49,99,74,24,17,68,93,56,31,81,43,94,18,69,37,88,12
842,43,30,80,55,5,3,54,79,28,41,62,24,75,50,100,20,70,45,95,32
843,91,66,16,22,73,98,47,35,85,60,83,7,58,39,89,13,64,1,51,26
844,9,6,57,82,31,44,95,69,19,13,77,29,80,4,54,17,67,42,92,10
845,63,88,38,25,76,50,0,0,51,76,61,36,86,48,99,23,73,23,74,48
846,25,38,88,63,13,19,70,95,44,32,99,36,86,10,61,42,93,17,67,4
847,82,57,6,10,60,85,35,47,98,73,55,29,80,26,77,1,51,14,64,39
848,22,16,66,92,41,29,79,54,3,5,89,7,58,33,83,45,96,20,70,50
849,55,81,30,43,93,68,17,24,74,100,100,25,75,12,63,37,88,18,69,44
850,49,36,87,62,11,8,58,84,33,46,94,31,81,6,56,3,53,28,78,40
851,96,71,21,14,65,90,40,27,77,52,91,15,66,34,85,9,59,22,72,47
852,2,2,53,78,28,40,91,66,15,21,97,36,87,11,62,24,74,49,100,5
853,72,97,47,34,85,59,9,12,62,88,55,30,81,43,93,18,68,14,65,40
854,37,50,100,75,25,18,69,94,44,31,90,27,78,2,52,46,96,21,71,8
855,81,56,6,4,55,80,29,42,92,67,59,33,84,10,60,35,85,48,98,22
856,17,23,73,99,48,36,86,61,10,7,73,29,79,3,54,16,66,41,92,38
857,58,83,32,45,96,70,20,14,64,89,89,13,63,0,51,25,76,19,70,44
858,39,26,77,51,1,1,51,76,26,38,95,32,82,7,57,43,94,18,68,5
859,89,64,13,19,70,95,45,32,83,57,56,31,81,24,75,50,100,37,87,12
860,7,10,60,86,35,48,98,73,23,16,62,8,59,34,84,46,97,21,72,27
861,67,92,42,29,79,54,4,5,56,81,78,2,53,15,65,40,91,16,67,42
862,30,43,94,68,18,24,75,100,49,37,92,29,79,4,54,48,98,23,73,10
863,87,62,12,8,59,84,34,46,97,72,61,35,86,32,83,7,57,20,70,45
864,21,15,65,90,40,27,78,53,2,1,95,1,51,26,76,38,89,13,64,3
865,52,77,27,39,90,64,14,20,71,96,53,28,79,41,91,16,66,35,85,9
866,45,33,83,58,8,11,61,87,36,49,60,22,72,47,98,44,94,19,69,6
867,99,74,23,17,68,93,42,30,80,55,57,31,82,12,63,38,88,25,76,0
868,4,3,53,79,28,41,91,66,16,22,50,30,80,5,55,17,68,42,93,11
869,72,98,47,34,85,60,9,6,57,82,61,36,87,49,99,23,74,20,71,46
870,31,44,94,69,19,12,63,88,38,25,96,33,83,8,58,39,90,14,65,1
871,75,50,0,0,50,76,25,38,88,63,52,27,77,1,52,26,77,39,89,14
872,12,19,69,94,44,31,82,57,6,9,64,33,83,7,58,20,71,45,96,48
873,60,85,35,47,98,72,22,16,66,91,99,23,74,11,61,36,86,17,67,42
874,41,28,79,53,3,5,55,80,30,42,93,29,80,4,55,25,75,0,50,12
875,93,68,17,23,74,99,49,36,87,61,63,37,88,6,56,31,82,44,94,18
876,11,8,58,83,33,46,96,71,20,14,69,22,72,47,97,34,85,9,59,41
877,65,90,39,27,77,52,1,2,53,78,91,15,66,3,53,28,78,38,89,13
878,27,40,91,65,15,21,72,97,46,34,63,0,51,26,76,19,70,44,95,32
879,84,59,9,12,62,87,37,50,100,75,82,7,57,10,60,35,86,48,98,22
880,24,18,68,94,43,31,81,56,5,4,73,29,79,3,54,16,67,41,92,15
881,54,80,29,42,92,67,16,23,73,98,65,40,90,27,78,2,52,46,97,21
882,48,35,86,61,10,7,57,83,32,45,71,8,59,33,84,37,87,11,62,24
883,95,70,20,13,64,89,38,26,76,51,74,49,100,5,56,30,81,43,93,18
884,1,1,51,77,26,39,89,64,14,20,68,31,82,6,57,19,69,44,95,0
885,70,96,45,33,83,58,7,10,61,86,50,25,76,38,88,13,63,16,66,41
886,36,48,99,74,23,17,67,93,42,29,91,28,79,3,54,47,98,22,72,9
887,80,55,4,6,56,81,31,44,94,69,60,35,85,8,58,33,84,46,96,20
888,18,25,75,100,50,37,88,63,12,9,71,27,77,1,52,14,65,39,90,43
889,59,85,34,47,97,72,22,15,66,91,93,17,68,5,55,30,80,24,74,49
890,40,28,78,53,3,2,52,78,27,40,99,36,87,11,61,21,72,46,97,34
891,90,65,14,21,71,96,46,33,84,59,84,9,59,40,91,15,65,2,53,28
892,8,11,62,87,37,49,100,74,24,18,78,31,81,5,56,18,69,43,94,12
893,68,93,43,30,81,55,5,3,54,79,62,37,87,50,100,24,75,45,95,20
894,29,41,92,66,16,22,73,98,48,35,70,7,58,32,83,13,64,39,89,26
895,85,60,10,7,57,82,32,44,95,70,76,1,51,4,54,29,80,42,92,16
896,19,13,63,89,38,25,76,51,0,0,67,35,86,10,61,23,73,48,99,48
897,51,76,25,38,88,63,13,19,69,95,99,23,73,10,61,36,86,17,67,42
898,44,32,82,57,6,9,60,85,35,47,92,29,80,4,55,1,51,26,77,39
899,98,73,22,16,66,92,41,28,79,54,89,14,64,32,83,7,58,20,70,45
900,3,5,55,80,30,43,93,68,17,24,96,25,75,50,100,37,88,12,62,43
901,74,99,49,36,87,62,11,8,58,84,94,18,69,6,56,31,81,28,78,2
902,33,46,96,71,21,14,65,90,39,27,53,15,66,40,91,9,59,34,85,47
903,77,52,2,2,53,78,28,40,91,66,97,21,72,11,62,36,87,49,100,24
904,15,21,72,97,47,34,84,59,9,12,74,30,81,5,55,17,68,43,93,40
905,62,88,37,50,100,75,24,18,69,94,90,14,65,2,52,27,77,21,71,46
906,43,31,81,56,6,4,54,80,29,42,96,33,84,8,58,35,85,10,60,22
907,92,67,17,23,73,99,48,36,86,61,73,47,98,3,54,29,79,41,92,16
908,10,7,58,83,32,45,95,70,20,13,66,13,63,38,88,25,76,0,51,44
909,64,89,39,26,77,51,1,0,51,76,95,19,70,6,57,32,82,18,68,43
910,26,38,89,64,13,19,70,95,45,32,94,30,81,5,56,49,100,24,75,12
911,82,57,7,10,60,86,35,48,98,73,62,37,87,34,84,8,59,21,72,46
912,23,16,67,92,41,29,79,54,4,5,97,2,53,27,78,40,90,15,65,42
913,56,81,30,43,94,68,18,24,75,100,92,16,67,4,54,29,79,23,73,48
914,49,37,87,62,11,8,59,84,34,46,98,35,86,10,60,7,57,32,83,45
915,97,71,21,15,65,90,40,27,78,52,95,19,70,26,76,1,51,13,64,38
916,2,1,52,77,26,39,90,64,14,20,89,28,79,3,53,15,66,41,91,9
917,71,96,45,33,83,58,8,11,61,86,60,34,85,47,98,22,72,19,69,44
918,36,49,99,74,23,17,67,93,42,30,94,31,82,6,57,38,88,12,63,0
919,80,55,4,3,53,79,28,41,91,66,50,25,75,4,55,30,80,42,93,17
920,15,22,72,97,47,34,85,60,9,6,68,36,86,11,61,23,74,49,99,45
921,56,82,31,44,94,69,19,12,63,88,96,20,71,8,58,33,83,14,64,39
922,37,25,75,50,0,0,50,75,25,38,90,27,77,1,52,14,64,39,90,26
923,88,63,12,19,69,94,44,31,82,56,77,1,52,45,96,20,71,7,58,33
924,6,9,60,85,34,47,98,72,22,15,83,36,86,11,61,23,74,48,99,4
925,66,91,41,28,79,53,3,4,55,80,55,30,80,42,93,17,67,37,88,12
926,30,42,93,68,17,23,74,99,49,36,63,0,50,25,75,18,69,44,94,31
927,86,61,11,8,58,83,33,45,96,71,82,6,56,9,60,34,85,47,97,22
928,20,14,64,90,39,26,77,52,1,2,72,28,78,3,53,15,66,41,91,26
929,53,78,27,40,90,65,15,21,71,97,76,0,51,13,63,38,89,7,57,32
930,46,34,84,59,8,12,62,87,37,49,82,45,95,19,70,22,73,48,98,35
931,100,75,24,18,68,94,43,30,81,56,86,10,60,41,92,16,67,4,54,29
932,5,4,54,79,29,41,92,67,16,23,79,2,52,27,78,40,90,15,65,33
933,73,98,48,35,86,60,10,7,57,83,84,8,59,21,71,46,97,49,100,24
934,32,45,95,70,19,13,64,89,38,26,75,11,62,37,87,18,68,43,93,30
935,76,51,0,1,51,77,26,39,89,64,81,5,56,44,95,19,69,6,57,32
936,13,20,70,96,45,32,83,58,7,10,82,13,63,38,88,25,76,0,50,3
937,61,86,36,48,99,73,23,17,67,92,54,28,79,41,91,16,66,35,85,9
938,42,29,80,55,4,6,56,81,31,43,60,22,73,47,98,20,71,46,96,33
939,94,69,18,25,75,100,50,37,88,62,84,8,58,39,90,14,65,2,52,27
940,12,9,59,84,34,47,97,72,21,15,77,30,80,5,55,17,68,43,93,11
941,66,91,40,28,78,53,2,2,52,77,61,36,87,49,99,24,74,9,59,34
942,27,40,90,65,14,21,71,96,46,33,84,47,97,21,72,28,78,2,53,15
943,84,58,8,11,62,87,36,49,99,74,65,40,91,43,94,18,69,5,56,31
944,24,17,68,93,43,30,81,55,5,3,81,24,75,50,100,37,88,12,62,32
945,54,79,28,41,92,66,16,22,73,98,83,7,58,20,70,45,95,1,51,26
946,47,35,85,60,10,6,57,82,32,44,76,39,89,13,64,17,67,42,92,29
947,95,69,19,13,63,88,38,25,76,51,80,4,54,48,99,23,73,10,61,35
948,0,0,51,76,26,38,89,63,13,19,86,36,86,10,61,23,74,48,99,4
949,70,95,44,32,82,57,7,10,60,85,55,29,80,42,92,17,67,14,64,39
950,35,48,98,73,22,16,67,92,41,29,89,26,77,1,51,45,96,20,70,7
951,79,54,3,5,55,81,30,43,93,68,58,33,83,12,62,37,88,50,100,25
952,18,24,74,100,49,37,87,62,11,8,75,31,81,6,56,18,69,44,94,40
953,59,84,33,46,97,71,21,14,65,90,91,15,66,3,53,28,78,21,72,47
954,40,27,78,52,2,3,53,78,28,41,97,34,85,9,59,24,74,49,100,36
955,91,66,15,22,72,97,47,34,85,59,87,11,62,43,93,18,68,5,55,30
956,9,12,63,88,37,50,100,75,25,18,81,27,77,2,52,14,65,40,90,8
957,69,94,44,31,82,56,6,4,55,80,59,33,84,46,96,21,71,47,98,22
958,29,42,93,67,17,23,74,99,48,36,73,10,60,35,85,16,66,41,92,29
959,86,61,11,7,58,83,33,45,96,70,79,3,54,0,51,25,76,38,89,13
960,20,14,64,89,39,26,77,52,1,1,63,32,82,6,57,19,70,44,95,5
961,51,76,26,39,89,64,13,20,70,95,56,31,81,43,94,18,68,37,87,12
962,45,32,83,57,7,10,61,86,35,48,62,24,75,49,100,46,97,21,72,8
963,98,73,23,16,67,92,42,29,80,54,59,34,84,15,65,40,90,27,78,2
964,4,5,56,81,31,43,94,69,18,24,53,29,79,4,54,16,67,42,92,10
965,75,100,50,37,87,62,12,9,59,84,61,35,86,48,98,23,73,19,70,45
966,34,46,97,72,21,15,65,91,40,27,95,32,83,7,57,38,89,13,64,1
967,78,53,2,1,52,77,27,39,90,65,51,26,76,41,91,16,66,3,53,28
968,14,20,71,96,46,33,83,58,8,11,79,22,72,47,98,34,85,9,60,6
969,61,87,36,49,99,74,24,17,68,93,57,31,82,44,94,19,69,25,75,0
970,42,30,80,55,5,3,54,79,28,41,50,12,63,38,88,17,68,42,93,30
971,91,66,16,22,72,98,47,35,85,60,80,4,55,49,99,23,74,11,61,36
972,9,6,57,82,31,44,95,69,19,12,87,33,83,8,58,20,71,46,96,1
973,63,88,38,25,76,50,0,0,50,76,52,27,77,39,90,14,64,39,90,14
974,25,38,88,63,12,19,69,94,44,31,64,1,52,26,77,20,71,45,96,33
975,82,57,6,9,60,85,34,47,98,72,83,8,58,11,61,36,86,49,99,23
976,22,16,66,91,41,28,79,53,3,5,74,30,80,4,55,17,68,42,93,12
977,55,80,30,42,93,68,17,23,74,99,63,38,88,25,75,0,50,44,94,19
978,49,36,87,61,11,8,58,83,33,46,69,6,56,31,82,34,85,9,60,22
979,96,71,20,14,64,90,39,27,77,52,72,47,97,3,53,28,79,41,91,15
980,1,2,53,78,27,40,90,65,15,21,66,0,51,26,76,38,89,13,64,32
981,72,97,46,34,84,59,8,12,62,87,82,7,57,19,70,45,95,48,98,23
982,37,49,100,75,24,18,68,94,43,31,73,10,60,35,86,16,67,41,92,29
983,81,56,5,4,54,79,29,42,92,67,79,4,54,27,78,2,53,15,65,40
984,16,23,73,98,48,35,86,61,10,7,90,8,59,34,84,46,97,21,71,24
985,57,83,32,45,95,70,19,13,64,89,75,49,100,37,87,11,62,43,94,18
986,38,26,76,51,1,1,51,77,26,39,68,5,56,30,81,19,69,44,95,32
987,89,64,14,20,70,96,45,33,83,58,82,6,57,38,88,13,63,0,51,25
988,7,10,61,86,36,48,99,74,23,17,76,28,79,3,54,16,66,41,92,10
989,67,92,42,29,80,55,4,6,56,81,60,35,85,47,98,22,73,46,96,21
990,31,44,94,69,18,25,75,100,50,37,71,8,58,33,84,14,65,40,90,27
991,88,62,12,9,59,85,34,47,97,72,77,2,52,5,55,30,81,43,93,17
